child_entity_id,parent_entity_id,share_pct,share_type,as_of_date,source,source_url,source_tier,confidence,notes
CY_EAC,STATE_CY,100,voting,2024-12-31,"Αρχή Ηλεκτρισμού Κύπρου, Χωριστοί Λογαριασμοί 31 Δεκεμβρίου 2024 (EAC audited separated/unbundled accounts 2024, dated 15 Jul 2025), accessed via Wayback snapshot 20260120022317",https://www.eac.com.cy/EL/EAC/FinancialInformation/PublishingImages/Pages/separatedaccounts/%CE%A7%CF%89%CF%81%CE%B9%CF%83%CF%84%CE%BF%CE%AF%20%CE%9B%CE%BF%CE%B3%CE%B1%CF%81%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%202024.pdf,1,high,"Statutory public-law body with no share capital; 100% state control via Cap.171 (board appointed by Council of Ministers). 100 is a control convention, not an equity holding."
CY_PETROLINA_HOLDINGS,CY_PETROLINA_LTD,34.4816,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,high,Direct holding; unchanged at 24 Apr 2026. Counted within Dinos Lefkaritis's indirect 44.0254%.
CY_PETROLINA_HOLDINGS,PERSON_LEFKARITIS_DINOS,9.4296,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,high,Direct holding (total direct+indirect 44.0254% incl. Petrolina Ltd and children).
CY_PETROLINA_HOLDINGS,FAMILY_LEFKARITIS,14.8270,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,medium,Sum computed from AR2025 disclosures: Dinos's children 0.0260+0.0260+0.0334+0.0288=0.1142; Marios Lefkaritis group 6.0457; Georgia Lefkariti Ioannou group 3.2996; Antonia Lefkariti group 2.4077; Maria Loula Lefkariti group 2.9598. Assumes no overlap between these director-group totals (footnotes list distinct persons).
CY_PETROLINA_HOLDINGS,PERSON_THEOFANOUS_ILIANA,5.0286,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,high,Substantial holder >5%.
CY_PETROLINA_HOLDINGS,DISPERSED_FREE_FLOAT_CY_PETROLINA_HOLDINGS,36.2332,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,medium,Residual = 100 - documented holdings (computed).
CY_PETROLINA_LTD,PERSON_LEFKARITIS_DINOS,,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,medium,AR2025: Dinos Lefkaritis 'controls more than 20%' of Petrolina Ltd; exact % not disclosed.
CY_PETROLINA_LTD,UNRESOLVED,,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,low,Remaining shareholders of Petrolina Ltd not disclosed; likely other Lefkaritis family members (unverified). Registry shareholder extract is paywalled.
CY_MED_ENERGYWISE,CY_PETROLINA_HOLDINGS,100,equity,2025-12-31,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,high,AR2025 note 37.
CY_EWISE_CYPRUS,CY_MED_ENERGYWISE,100,equity,2026-01-30,"Petrolina (Holdings) Public Ltd, Annual Report 2025 (Ετήσια Έκθεση 2025), consolidated",https://www.petrolina.com.cy/library/download/MjAzNQ==,1,high,Acquisition of 100% of ExxonMobil Cyprus Ltd completed 30 Jan 2026 (AR2025 note 38; also Petrolina completion announcement https://www.petrolina.com.cy/en/news/completion-of-the-acquisition-of-exxonmobil-cyprus-limited).
CY_EKO_CYPRUS,GR_HELLENIQ_ENERGY,100,equity,2025-12-31,"UK Companies House, EKO Cyprus Limited (00454043) - persons with significant control register",https://find-and-update.company-information.service.gov.uk/company/00454043/persons-with-significant-control,1,high,"UK PSC register: HELLENiQ ENERGY Holdings S.A. (GEMI 000296601000) holds >=75% shares/votes, notified 1 May 2017; AFR2025 consolidation table gives 100% (effective). Treated as direct 100%."
CY_RAM_OIL_CYPRUS,GR_HELLENIQ_ENERGY,100,equity,2025-12-31,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,medium,Effective group interest per consolidation table; immediate parent not disclosed (possibly via EKO Cyprus or HELLENiQ ENERGY Cyprus Holdings).
GR_HELLENIQ_ENERGY,CY_PANEUROPEAN_OIL,40.41,equity,2025-12-31,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,high,"123,510,479 shares; table names 'Paneuropean Oil & Industrial Holdings SA'; governance section names 'Paneuropean Oil and Industrial Holdings (Cyprus) Limited (former ... S.A.)'. Equal voting rights."
GR_HELLENIQ_ENERGY,GR_HCAP,31.18,equity,2025-12-31,"HELLENiQ ENERGY Holdings S.A., 2025 Annual Financial Report",https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,1,high,"95,301,987 shares; transferred from HRADF on 31.12.2024 by merger. Greek State has board-appointment rights."
