child_entity_id,parent_entity_id,share_pct,share_type,as_of_date,source,source_url,source_tier,confidence,notes
CY_BOC_PCL,IE_BOC_HOLDINGS,100,equity,2025-12-31,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,AFR 2025 list of main subsidiaries.
IE_BOC_HOLDINGS,CY_LAMESA_INVESTMENTS,9.50,voting,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,"41,383,699 shares of 435,962,305. Also on IR major-holders page."
IE_BOC_HOLDINGS,US_SENVEST_MANAGEMENT,9.25,voting,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,Shares; plus 0.36% via financial instruments (not included). 9.68% total on IR page (later notification).
IE_BOC_HOLDINGS,US_WELLINGTON_MANAGEMENT,4.94,voting,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,
IE_BOC_HOLDINGS,CY_BANK_EMPLOYEES_PROVIDENT_FUND,4.76,voting,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,
IE_BOC_HOLDINGS,US_EATON_VANCE_MANAGEMENT,3.75,voting,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,3.35% at 31 Dec 2025; not listed on IR page at access date (may have fallen below 3%).
IE_BOC_HOLDINGS,UNRESOLVED_OSOME_INVESTMENTS,3.40,voting,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,high,
IE_BOC_HOLDINGS,DISPERSED_FREE_FLOAT_IE_BOC_HOLDINGS,64.40,equity,2026-03-11,"Bank of Cyprus Holdings plc, Annual Financial Report 2025 (published 31 Mar 2026)",https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20260331-afr-boch-group-31.12.2025.pdf,1,medium,"Computed residual 100-35.60; holders below 3% threshold, residence unknown."
CY_LAMESA_INVESTMENTS,VG_LAMESA_GROUP_INC,100,equity,2019-09-12,"Lamesa Investments Ltd v Cynergy Bank Ltd [2019] EWHC 1877 (Comm), judgment 12 Sep 2019, para on parties",https://www.brickcourt.co.uk/images/uploads/documents/CL-2018-000826_Lamesa_v_Cynergy_Final_Judgment-11.pdf,1,medium,'wholly owned by Lamesa Group Incorporated'. As of 2019.
VG_LAMESA_GROUP_INC,PERSON_VEKSELBERG_VIKTOR,100,equity,2019-09-12,"Lamesa Investments Ltd v Cynergy Bank Ltd [2019] EWHC 1877 (Comm), judgment 12 Sep 2019, para on parties",https://www.brickcourt.co.uk/images/uploads/documents/CL-2018-000826_Lamesa_v_Cynergy_Final_Judgment-11.pdf,1,medium,'LGI is wholly owned by Mr. Viktor Vekselberg'. As of 2019.
CY_EUROBANK_LTD,GR_EUROBANK_SA,100,equity,2025-12-03,"Eurobank S.A. Annual Financial Report for the year ended 31 Dec 2025 (Report of the Directors; note 44 operating segments), mirror of ATHEX/CSE announcement",https://www.stockwatch.com.cy/storage/symbol_announcements/69ae62e6d9336.pdf,1,high,93.47% (11 Feb 2025) -> 97.994% after takeover bid (25 Apr 2025) -> 100% after squeeze-out (11 Jun 2025); sole shareholder after 3 Dec 2025 merger steps.
CY_EUROBANK_CYPRUS_LTD,GR_EUROBANK_SA,100,equity,2025-08-29,"Eurobank S.A. Annual Financial Report for the year ended 31 Dec 2025 (Report of the Directors; note 44 operating segments), mirror of ATHEX/CSE announcement",https://www.stockwatch.com.cy/storage/symbol_announcements/69ae62e6d9336.pdf,1,high,"'wholly owned subsidiaries in Cyprus, i.e. Hellenic Bank and Eurobank Cyprus'. Dissolved Dec 2025."
GR_EUROBANK_SA,CA_FAIRFAX_FINANCIAL,32.67,voting,2025-12-12,"Eurobank S.A. Annual Financial Report for the year ended 31 Dec 2025 (Report of the Directors; note 44 operating segments), mirror of ATHEX/CSE announcement",https://www.stockwatch.com.cy/storage/symbol_announcements/69ae62e6d9336.pdf,1,high,"1,186,363,895 voting rights, direct and indirect; only >=5% holder reported."
GR_EUROBANK_SA,DISPERSED_FREE_FLOAT_GR_EUROBANK_SA,67.33,equity,2025-12-12,"Eurobank S.A. Annual Financial Report for the year ended 31 Dec 2025 (Report of the Directors; note 44 operating segments), mirror of ATHEX/CSE announcement",https://www.stockwatch.com.cy/storage/symbol_announcements/69ae62e6d9336.pdf,1,medium,Computed residual.
CA_FAIRFAX_FINANCIAL,UNRESOLVED,,equity,,"Eurobank S.A. Annual Financial Report for the year ended 31 Dec 2025 (Report of the Directors; note 44 operating segments), mirror of ATHEX/CSE announcement",https://www.stockwatch.com.cy/storage/symbol_announcements/69ae62e6d9336.pdf,1,low,Fairfax's own shareholders not researched; Canadian-listed.
CY_ALPHA_BANK_CYPRUS,GR_ALPHA_BANK_SA,100,equity,2025-02-28,"Retail Banker International, 'Alpha Bank Cyprus to buy AstroBank in EUR205m deal', 28 Feb 2025",https://www.retailbankerinternational.com/news/alpha-bank-cyprus-buy-astrobank/,3,medium,"'Alpha Bank Cyprus, a fully owned subsidiary of Alpha Holdings' (Alpha Services and Holdings, since merged into Alpha Bank S.A.). Tier 3 only: Alpha filings blocked."
GR_ALPHA_BANK_SA,IT_UNICREDIT,29.8,voting,2026-01-05,MarketScreener (relaying Alpha Bank regulatory announcement): 'Alpha Bank says Unicredit has 29.8% in voting rights and financial instruments which potentially give it another 2.27%'; UniCredit press release Jan 2026 (403 to automated fetch),https://www.marketscreener.com/news/alpha-bank-says-unicredit-has-29-8-in-voting-rights-and-financial-instruments-which-potentially-giv-ce7e59d3db80f023,3,medium,"Plus 2.27% via financial instruments (not included). Physical stake after conversion of synthetic position, per UniCredit PR (Jan 2026) as relayed."
GR_ALPHA_BANK_SA,DISPERSED_FREE_FLOAT_GR_ALPHA_BANK_SA,70.2,equity,2026-01-05,MarketScreener (relaying Alpha Bank regulatory announcement): 'Alpha Bank says Unicredit has 29.8% in voting rights and financial instruments which potentially give it another 2.27%'; UniCredit press release Jan 2026 (403 to automated fetch),https://www.marketscreener.com/news/alpha-bank-says-unicredit-has-29-8-in-voting-rights-and-financial-instruments-which-potentially-giv-ce7e59d3db80f023,3,low,Computed residual; other holders unverified.
IT_UNICREDIT,UNRESOLVED,,equity,,MarketScreener (relaying Alpha Bank regulatory announcement): 'Alpha Bank says Unicredit has 29.8% in voting rights and financial instruments which potentially give it another 2.27%'; UniCredit press release Jan 2026 (403 to automated fetch),https://www.marketscreener.com/news/alpha-bank-says-unicredit-has-29-8-in-voting-rights-and-financial-instruments-which-potentially-giv-ce7e59d3db80f023,3,low,UniCredit shareholder base not researched.
CY_WOLT_CYPRUS,FI_WOLT_ENTERPRISES,100,equity,2026-09-24,Wolt Cyprus User Terms of Service (updated 06.08.2026),https://explore.wolt.com/en/cyp/terms,2,low,"INFERRED, not verified from a shareholder register: Cyprus Registrar shareholder data is paywalled (redacted on cyprusregistry.com). Evidence: Wolt Cyprus terms name Wolt Cyprus Ltd and Wolt Oy (2646674-9) as group entities; DoorDash Ex.21.1 (FY2025) states Wolt Oy has 46 omitted WHOLLY-OWNED direct subsidiaries operating abroad; directors are Wolt group staff. Wolt Cyprus is NOT itself named in Ex.21.1 and is not in GLEIF. Buy registrar extract (HE 404490) to confirm."
FI_WOLT_ENTERPRISES,US_DOORDASH,100,equity,2025-12-31,DoorDash Inc. Form 10-K FY2025 Exhibit 21.1 Subsidiaries,https://www.sec.gov/Archives/edgar/data/1792789/000179278926000013/dash-fy2510xkxexx211.htm,1,high,"Wolt Oy listed in DoorDash Ex.21.1 FY2025 (Finland); GLEIF direct parent of Wolt Oy = DoorDash, Inc.; acquisition of Wolt Enterprises Oy completed 31 May 2022 (10-K). 100% inferred from full acquisition (Share Purchase Agreement) and subsidiary listing; exhibit does not print a %."
US_DOORDASH,US_VANGUARD_GROUP,9.114,equity,2026-03-01,"DoorDash Inc. 2026 Proxy Statement (DEF 14A, filed 2026-04-20), Security Ownership table as of 2026-03-01",https://www.sec.gov/Archives/edgar/data/1792789/000179278926000018/dash-20260420.htm,1,medium,"39,828,909 Class A shares (proxy: 9.7% of Class A; 4.4% total voting power), based on 13G/A of 2025-05-07. Denominator = 412,560,024 Class A + 24,459,494 Class B shares outstanding at 2026-03-01 (437,019,518); computed by us from proxy share counts. Proxy notes Vanguard 13G/A of 2026-03-26 reported an internal realignment after which Vanguard no longer has beneficial ownership over these shares (subsidiaries may report separately) - treat as fund-complex holding."
US_DOORDASH,US_SEQUOIA_CAPITAL_ENTITIES,7.257,equity,2026-03-01,"DoorDash Inc. 2026 Proxy Statement (DEF 14A, filed 2026-04-20), Security Ownership table as of 2026-03-01",https://www.sec.gov/Archives/edgar/data/1792789/000179278926000018/dash-20260420.htm,1,high,"31,712,420 Class A shares (proxy 7.7% of Class A; 3.5% voting), per Form 4 of 2025-11-28. Denominator = 412,560,024 Class A + 24,459,494 Class B shares outstanding at 2026-03-01 (437,019,518); computed by us from proxy share counts."
US_DOORDASH,US_BLACKROCK,5.493,equity,2026-03-01,"DoorDash Inc. 2026 Proxy Statement (DEF 14A, filed 2026-04-20), Security Ownership table as of 2026-03-01",https://www.sec.gov/Archives/edgar/data/1792789/000179278926000018/dash-20260420.htm,1,medium,"24,007,000 Class A shares (proxy 5.8% of Class A; 2.7% voting), per 13G of 2025-04-23. Denominator = 412,560,024 Class A + 24,459,494 Class B shares outstanding at 2026-03-01 (437,019,518); computed by us from proxy share counts."
US_DOORDASH,PERSON_XU_TONY,2.540,equity,2026-03-01,"DoorDash Inc. 2026 Proxy Statement (DEF 14A, filed 2026-04-20), Security Ownership table as of 2026-03-01",https://www.sec.gov/Archives/edgar/data/1792789/000179278926000018/dash-20260420.htm,1,high,"Own holdings 1,583 Class A + 11,099,103 Class B (incl. trusts). Denominator = 412,560,024 Class A + 24,459,494 Class B shares outstanding at 2026-03-01 (437,019,518); computed by us from proxy share counts."
US_DOORDASH,PERSON_XU_TONY,55.5,voting,2026-03-01,"DoorDash Inc. 2026 Proxy Statement (DEF 14A, filed 2026-04-20), Security Ownership table as of 2026-03-01",https://www.sec.gov/Archives/edgar/data/1792789/000179278926000018/dash-20260420.htm,1,high,"Total voting power incl. irrevocable voting proxies over Class B shares of Fang and Tang (own shares alone: 24.0% voting). Control edge, not economic."
US_DOORDASH,DISPERSED_FREE_FLOAT_US_DOORDASH,75.596,equity,2026-03-01,"DoorDash Inc. 2026 Proxy Statement (DEF 14A, filed 2026-04-20), Security Ownership table as of 2026-03-01",https://www.sec.gov/Archives/edgar/data/1792789/000179278926000018/dash-20260420.htm,1,medium,Residual 100 - (9.114+7.257+5.493+2.540).
CY_DELIVERY_HERO_CYPRUS,DE_DELIVERY_HERO,100,equity,2025-12-31,"Delivery Hero SE Annual Financial Statement 2025 (HGB), Annex I List of Shareholdings",https://ir.deliveryhero.com/media/document/d7cd8a32-bb5e-48d0-a416-c38f9cad59e0/assets/DeliveryHeroSE_Annual_Financial.pdf,1,high,Share of capital 100.00% at 31.12.2025 (and 31.12.2024) in DH SE list of shareholdings; list does not distinguish direct vs indirect holding.
CY_FOOD_BASKET,DE_DELIVERY_HERO,100,equity,2025-12-31,"Delivery Hero SE Annual Financial Statement 2025 (HGB), Annex I List of Shareholdings",https://ir.deliveryhero.com/media/document/d7cd8a32-bb5e-48d0-a416-c38f9cad59e0/assets/DeliveryHeroSE_Annual_Financial.pdf,1,high,100.00% per DH list of shareholdings; see TRNC location flag on entity.
DE_DELIVERY_HERO,US_UBER,24.77,equity,2026-07-16,Uber Technologies 8-K Exhibit 99.1 press release 'Uber Announces Acquisition Offer for Delivery Hero' (2026-07-16),https://www.sec.gov/Archives/edgar/data/1543151/000155278126000382/e26302_ex99-1.htm,1,high,"'Uber held approximately 24.77% of Delivery Hero's issued voting share capital directly, and held additional economic exposure of approximately 11.74% through equity derivatives' (prior to offer announcement). DH IR page: Uber 20-25% (notification 17.07.2026). Takeover offer pending; with Prosus irrevocable, Uber economic interest ~53% if completed."
DE_DELIVERY_HERO,NL_PROSUS,16.83,equity,2026-05-13,Delivery Hero IR - Shareholder Structure page (last update August 2026),https://ir.deliveryhero.com/shareholder-structure/,2,high,"'Naspers Group' 16.83% shareholding (double voting-rights notification published 13 May 2026), held through Prosus subsidiary MIH Food Holdings B.V. (DH AFS 2025). Voting rights attributed to a proxy (Advolis/Avolis SAS; spelled both ways on page); per EC decision M.11936 (11 Aug 2025) Prosus may not exercise the votes pending divestment. Prosus has irrevocably undertaken to tender (~17%) into Uber's offer."
DE_DELIVERY_HERO,DISPERSED_FREE_FLOAT_DE_DELIVERY_HERO,58.40,equity,2026-08-31,Delivery Hero IR - Shareholder Structure page (last update August 2026),https://ir.deliveryhero.com/shareholder-structure/,2,medium,Residual 100 - 24.77 - 16.83.
US_UBER,US_VANGUARD_GROUP,9.34,equity,2026-03-02,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,medium,"190,827,921 shares per 13G/A filed 2025-10-31."
US_UBER,US_BLACKROCK,6.82,equity,2026-03-02,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,medium,"139,348,552 shares per 13G filed 2024-01-26 (stale filing date)."
US_UBER,US_CAPITAL_RESEARCH_GLOBAL_INVESTORS,5.78,equity,2026-03-02,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,medium,"118,131,681 shares per 13G filed 2025-02-13."
US_UBER,SA_PUBLIC_INVESTMENT_FUND,3.57,equity,2026-03-02,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,high,"72,840,541 shares held by PIF (reported under director Turqi Alnowaiser, 3.57% incl. his 5,531 own shares)."
US_UBER,DISPERSED_FREE_FLOAT_US_UBER,74.49,equity,2026-03-02,"Uber Technologies 2026 Proxy Statement (DEF 14A, filed 2026-03-23), Stock Ownership table as of 2026-03-02",https://www.sec.gov/Archives/edgar/data/1543151/000130817926000125/uber014597-def14a.htm,1,medium,Residual 100 - (9.34+6.82+5.78+3.57).
